title,creatorsall,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
Velocity Distribution on Wing Sections of Arbitrary Shape in Compressible Potential Flow 3: Circulatory Flows Obeying the Simplified Density-Speed Relation,"Bers, Lipman",1950,36,metadc55415,19930082729,NACA-TN-2056,1950.5115312298128,0.6072777191672062,aircraft wings compressible flow,NACA-TN-2056
Viscosities of Air and Nitrogen at Low Pressures,"Johnston, Herrick L. and Mattox, Robert W. and Powers, Robert W.",1951,22,metadc55865,19930083237,NACA-TN-2546,1951.5064591036937,0.15557154690814146,air viscosities nitrogen viscosities,NACA-TN-2546
Chordwise Pressure Distributions on a 12-Foot-Span Wing of NACA 66-Series Airfoil Sections Up to a Mach Number of 0.60,"Wall, Nancy E.",1948,147,metadc54796,19930082337,NACA-TN-1696,1948.2369530167364,0.22635592487726952,pressure distributions aircraft wings,NACA-TN-1696
On the Application of Mathieu Functions in the Theory of Subsonic Compressible Flow Past Oscillating Airfoils,"Reissner, Eric",1951,42,metadc55757,19930083101,NACA-TN-2363,1951.6591717605693,0.6892226392430236,compressible flow airfoils,NACA-TN-2363
Elastic Buckling of a Simply Supported Plate Under a Compressive Stress That Varies Linearly in the Direction of Loading,"Libove, Charles and Ferdman, Saul and Reusch, John J.",1949,33,metadc55222,19930082569,NACA-TN-1891,1949.1319508656602,0.4971972474319306,elastic buckling compressive stresses,NACA-TN-1891
Elastic Buckling of Outstanding Flanges Clamped at One Edge and Reinforced by Bulbs at Other Edge,"Goodman, Stanley",1949,25,metadc55377,19930082705,NACA-TN-1985,1949.9613694150546,0.8279001663686333,elastic buckling flanges stressed skin structures,NACA-TN-1985
Mechanical Properties of Five Laminated Plastics,"Findley, William N. and Worley, Will J.",1948,111,metadc54859,19930082365,NACA-TN-1560,1948.4519998546755,0.18594583774111506,mechanical properties laminated plastics,NACA-TN-1560
The Usefulness of Stunting,"Warner, Edward P.",1922,4,metadc55810,19930083167,NACA-TM-162,1922.7718688555472,0.1039743067620027,stunt flying aircraft safety,NACA-TM-162
Variation With Temperature of Surface Tension of Lubricating Oils,"Ross, Sydney",1950,14,metadc55346,19930082687,NACA-TN-2030,1950.8063543250769,0.12452431134340258,aircraft lubricants surface tension temperature variation,NACA-TN-2030
High-Temperature Attack of Various Compounds on Four Heat-Resisting Alloys,"Moore, D. G. and Richmond, J. C. and Harrison, W. N.",1948,19,metadc54990,19930082425,NACA-TN-1731,1948.744241287031,0.45625313546737545,heat-resistant alloys stable coatings,NACA-TN-1731
A Study of Ceramic Coatings for High-Temperature Protection of Molybdenum,"Moore, D. G. and Bolz, L. H. and Harrison, W. N.",1948,31,metadc54700,19930082291,NACA-TN-1626,1948.7094653100246,0.35299922354301416,ceramic coatings molybdenum,NACA-TN-1626
Discrepancies Between Theoretical and Observed Behavior of Cyclically Loaded Bearings,"Dayton, R. W. and Simons, E. M. and Fend, F. A.",1951,27,metadc55862,19930083233,NACA-TN-2545,1951.509968094329,0.21317254625085147,cyclically loaded bearings shaft rotation,NACA-TN-2545
The Hydrodynamic Lubrication of Cyclically Loaded Bearings,"Dayton, R. W. and Simons, E. M.",1951,76,metadc55776,19930083124,NACA-TN-2544,1951.485442616535,0.12792519382551537,hydrodynamic lubrication cyclically loaded bearings,NACA-TN-2544
On Internal Damping of Rotating Beams,"Morduchow, Morris",1949,14,metadc55385,19930082711,NACA-TN-1996,1949.7243851996298,0.0035233379426929945,rotating beams internal damping,NACA-TN-1996
Characteristics of Low-Aspect Ratio Wings at Supercritical Mach Numbers,"Stack, John and Lindsey, W. F.",1948,26,metadc54696,19930082288,NACA-TN-1665,1948.440285696353,0.47686413906733127,low-aspect-ratio wings aircraft wings flow separation,NACA-TN-1665
Pressure Distribution and Damping in Steady Pitch at Supersonic Mach Numbers of Flat Swept-Back Wings Having All Edges Subsonic,"Walker, Harold J. and Ballantyne, Mary B.",1950,62,metadc55589,19930082846,NACA-TN-2197,1950.336994779674,0.8063039938713011,pressure distributions sweptback wings,NACA-TN-2197
Effect of Heat-Capacity Lag on a Variety of Turbine-Nozzle Flow Processes,"Spooner, Robert B.",1950,24,metadc55585,19930082842,NACA-TN-2193,1950.5418839442264,0.022148529286426633,turbine nozzle flow heat-capacity lag aircraft nozzles,NACA-TN-2193
A Comparison of Wing Loads Measured in Flight on a Fighter-Type Airplane by Strain-Gage and Pressure Distribution Methods,"Aiken, William S., Jr. and Howard, Donald A.",1949,27,metadc55259,19930082623,NACA-TN-1967,1949.9180940468964,0.6685796070107171,wing loads fighter-type airplanes,NACA-TN-1967
Reinforced Circular Cutouts in Plane Sheets,"Reissner, H. and Morduchow, M.",1949,60,metadc55173,19930082525,NACA-TN-1852,1949.2624263390906,0.7032752337365936,circular cutouts reinforced cutouts plane sheets,NACA-TN-1852
Foaming of Mixtures of Pure Hydrocarbons,"Robinson, J. V. and Woods, W. W.",1950,19,metadc55349,19930082689,NACA-TN-2032,1950.5509278708944,0.7338871988766247,aircraft fuels hydrocarbons fuel foaming,NACA-TN-2032
Theoretical Analysis of Oscillations in Hovering of Helicopter Blades With Inclined and Offset Flapping and Lagging Hinge Axes,"Morduchow, M. and Hinchey, F. G.",1950,31,metadc55619,19930082876,NACA-TN-2226,1950.2530709685166,0.2082154392502613,helicopters helicopter blades blade oscillations,NACA-TN-2226
Buckling Tests of Flat Rectangular Plates Under Combined Shear and Longitudinal Compression,"Peters, Roger W.",1948,14,metadc54888,19930082377,NACA-TN-1750,1948.0884652888897,0.6241027077137278,rectangular flat plates buckling tests,NACA-TN-1750
Tensile and Compressive Properties of Laminated Plastics at High and Low Temperatures,"Lamb, J. J. and Boswell, Isabelle and Axilrod, B. M.",1948,57,metadc54828,19930082352,NACA-TN-1550,1948.3001995764707,0.6379628439586817,tensile properties compressive properties laminated plastics,NACA-TN-1550
Quantitative Study of Variations in Concentration of Glycerol and Aerosol OT on Foaming Volume of Oil at Room Temperature,"McBain, J. W. and Ross, Sydney",1949,10,metadc55139,19930082501,NACA-TN-1841,1949.8165080819213,0.36023347860478006,foaming volume glycerol Aerosol-OT,NACA-TN-1841
Analytical Method of Determining Transmission of Particles and Radiation Through Great Thickness of Matter,"Bobrowsky, A. R.",1948,35,metadc54938,19930082401,NACA-TN-1712,1948.2632721188813,0.15083311243025532,gamma rays radiation,NACA-TN-1712
De-Icing Effectiveness of External Electric Heaters for Propeller Blades,"Lewis, James P.",1948,95,metadc54498,19930082204,NACA-TN-1520,1948.5537401362396,0.6985449524217938,aircraft de-icing external heaters propeller blades,NACA-TN-1520
Matrix Methods for Calculating Cantilever-Beam Deflections,"Benscoter, Stanley U. and Gossard, Myron L.",1949,58,metadc55149,19930082512,NACA-TN-1827,1949.3440471710985,0.8301233467062219,matrix methods cantilever-beam deflections,NACA-TN-1827
Normal Accelerations and Operating Conditions Encountered by a Helicopter in Air-Mail Operations,"Crim, Almer D. and Hazen, Marlin E.",1952,17,metadc55923,19930083306,NACA-TN-2714,1952.345490583632,0.25800130545899225,helicopters airmail operations aircraft performance,NACA-TN-2714
Sonic-Flow-Orifice Temperature Probe for High-Gas-Temperature Measurements,"Blackshear, Perry L., Jr.",1950,20,metadc55510,19930082780,NACA-TN-2167,1950.0618637974699,0.452720613632112,measuring tools sonic-flow orifices,NACA-TN-2167
Calculated Engine Performance and Airplane Range for Variety of Turbine-Propeller Engines,"Nagey, Tibor F. and Martin, Cecil G.",1950,49,metadc55495,19930082772,NACA-TN-2155,1950.2652603260892,0.11866433348559635,aircraft engines turbine-propeller engines,NACA-TN-2155
Measurements of Section Characteristics of a 45 Degree Swept Wing Spanning a Rectangular Low-Speed Wind Tunnel as Affected by the Tunnel Walls,"Dannenberg, Robert E.",1950,42,metadc55501,19930082775,NACA-TN-2160,1950.3568717530552,0.07211442295838755,section characteristics wind tunnel testing,NACA-TN-2160
Compressibility Correction for Turning Angles of Axial-Flow Inlet Guide Vanes,"Lieblein, Seymour and Sandercock, Donald M.",1950,31,metadc55605,19930082862,NACA-TN-2215,1950.8749993651375,0.08237748894264019,axial-flow inlets guide vanes compressibility effects,NACA-TN-2215
Effect of Stress-Solvent Crazing on Tensile Strength of Polymethyl Methacrylate,"Axilrod, B. M. and Sherman, Martha A.",1951,19,metadc55723,19930083062,NACA-TN-2444,1951.9157173379494,0.5071131140202129,stress-solvent crazing tensile strength polymethyl methacrylate,NACA-TN-2444
Effect of Partial Wing Lift in Seaplane Landing Impact,"Benscoter, Stanley U.",1948,14,metadc54874,19930082369,NACA-TN-1563,1948.4368250555974,0.21405211351277065,aircraft wings seaplanes,NACA-TN-1563
Shear Flows in Multicell Sandwich Sections,"Benscoter, Stanley U.",1948,28,metadc54885,19930082375,NACA-TN-1749,1948.6758136243288,0.9273315320843926,flow characteristics sandwich sections,NACA-TN-1749
Direct-Reading Design Charts for 24S-T Aluminum-Alloy Flat Compression Panels Having Longitudinal Formed Z-Section Stiffeners,"Dow, Norris F. and Keevil, Albert S., Jr.",1949,36,metadc55039,19930082450,NACA-TN-1778,1949.8192173042326,0.6052313340296707,aluminum alloys flat panels,NACA-TN-1778
Review of an Investigation of Ceramic Coatings for Metallic Turbine Parts and Other High-Temperature Applications,"Harrison, W. N. and Moore, D. G. and Richmond, J. C.",1947,28,metadc54238,19930082087,NACA-TN-1186,1947.9807470335784,0.348417198832046,ceramic coatings aircraft turbines,NACA-TN-1186
Shear Lag in a Plywood Sheet-Stringer Combination Used for the Chord Member of a Box Beam,"Borsari, Palamede and Yu, Ai-Ting",1948,57,metadc54217,19930082075,NACA-TN-1443,1948.235181656916,0.08912705878854121,structural mechanics box beams,NACA-TN-1443
Subsidies for Air Transport,"Warner, Edward P.",1922,1,metadc55288,19930082652,NACA-TM-99,1922.325644508543,0.32467124508400536,commercial aircraft aircraft routes,NACA-TM-99
A Rapid Graphical Method for Computing the Pressure Distribution at Supersonic Speeds on a Slender Arbitrary Body of Revolution,"Thompson, Jim Rogers",1949,24,metadc55019,19930082441,NACA-TN-1768,1949.3424731342986,0.3047451795569981,pressure distributions slender arbitrary bodies of revolution,NACA-TN-1768
Some Conical and Quasi-Conical Flows in Linearized Supersonic-Wind Theory,"Ribner, Herbert Spencer",1950,61,metadc55484,19930082765,NACA-TN-2147,1950.1690777963277,0.38309551480442927,flow characteristics supersonic wing theory,NACA-TN-2147
The Stability of the Compression Cover of Box Beams Stiffened by Posts,"Seide, Paul and Barrett, Paul F.",1950,29,metadc55668,19930082982,NACA-TN-2153,1950.2440964618902,0.22694808248499698,box beams compression covers compressive buckling,NACA-TN-2153
The Stability of the Laminar Boundary Layer in a Compressible Fluid,"Lees, Lester",1947,172,metadc54814,19930082346,NACA-TN-1360,1947.664266062427,0.3762642793164148,laminar boundary layers compressible fluids boundary layer characteristics,NACA-TN-1360
Some Effects of Nonlinear Variation in the Directional-Stability and Damping-in-Yawing Derivatives on the Lateral Stability of an Airplane,"Sternfield, Leonard",1950,19,metadc55779,19930083128,NACA-TN-2233,1950.372384267865,0.5778085654052992,aircraft stability lateral stability,NACA-TN-2233
Plastic Buckling of a Rectangular Plate Under Edge Thrusts,"Handelman, G. H. and Prager, William",1948,97,metadc54586,19930082241,NACA-TN-1530,1948.307238346376,0.16499891043885573,plastic buckling rectangular plates,NACA-TN-1530
Rise of Air Bubbles in Aircraft Lubricating Oils,"Robinson, J. V.",1950,24,metadc55350,19930082690,NACA-TN-2033,1950.74242247321,0.9578005573175491,air bubbles aircraft lubricants,NACA-TN-2033
Method for Analyzing Indeterminate Structures Stressed Above Proportional Limit,"Steinbacher, F. R. and Gaylord, C. N. and Rey, W. K.",1951,47,metadc55762,19930083107,NACA-TN-2376,1951.3807286631861,0.5715457857744238,indeterminate structures load characteristics,NACA-TN-2376
Numerical Determination of Indicial Lift of a Two-Dimensional Sinking Airfoil at Subsonic Mach Numbers From Oscillatory Lift Coefficients With Calculations for Mach Number 0.7,"Mazelsky, Bernard",1951,38,metadc55897,19930083273,NACA-TN-2562,1951.104862337569,0.3136350142216081,airfoils lift characteristics,NACA-TN-2562
On Compressibility Corrections for Subsonic Flow Over Bodies of Revolution,"Reissner, Eric",1949,9,metadc55122,19930082489,NACA-TN-1815,1949.6736445764043,0.3109425915342934,subsonic flow flow characteristics bodies of revolution,NACA-TN-1815
Observations on the Maximum Average Stress of Flat Plates Buckled in Edge Compression,"Schuette, E. H.",1949,23,metadc54699,19930082290,NACA-TN-1625,1949.179057610287,0.9803030712711084,flat plates stress characteristics,NACA-TN-1625
Analytical and Experimental Investigation of Adiabatic Turbulent Flow in Smooth Tubes,"Deissler, Robert G.",1950,41,metadc55471,19930082759,NACA-TN-2138,1950.495778986896,0.15683213110568905,adiabatic turbulent flow flow characteristics,NACA-TN-2138
Fatigue and Static Tests of Flush-Riveted Joints,"Howard, Darnley M. and Smith, Frank C.",1952,38,metadc55906,19930083284,NACA-TN-2709,1952.5035619389303,0.31141528624208925,fatigue testing static testing flush-riveted joints,NACA-TN-2709
Dislocation Theory of the Fatigue of Metals,"Machlin, E. S.",1948,33,metadc54363,19930082146,NACA-TN-1489,1948.8388870713686,0.14414908604528243,metal fatigue dislocation theory,NACA-TN-1489
"Charts for Estimating Downwash Behind Rectangular, Trapezoidal, and Triangular Wings at Supersonic Speeds","Haefeli, Rudolph C. and Mirels, Harold and Cummings, John L.",1950,67,metadc55476,19930082761,NACA-TN-2141,1950.9165593839002,0.3096395701603448,aircraft wings downwash characteristics,NACA-TN-2141
Stress-Strain and Elongation Graphs for Aluminum-Alloy 75S-T6 Sheet,"Miller, James A.",1950,37,metadc55539,19930082795,NACA-TN-2085,1950.090504691066,0.6787800691564281,aluminum alloys stress-strain curves,NACA-TN-2085
Effect of Thickness on the Lateral Force and Yawing Moment of a Sideslipping Delta Wing at Supersonic Speeds,"Margolis, Kenneth",1949,24,metadc55090,19930082473,NACA-TN-1798,1949.4182241679887,0.36530773255397864,aircraft wings wing thickness aircraft stability,NACA-TN-1798
Charts of Airplane Acceleration Ratio for Gusts of Arbitrary Shape,"Mazelsky, Bernard",1950,15,metadc55357,19930082693,NACA-TN-2036,1950.13459399523,0.3952314511234287,gust loads aircraft shapes,NACA-TN-2036
Approximate Calculation of Turbulent Boundary-Layer Development in Compressible Flow,"Tucker, Maurice",1951,42,metadc55662,19930082973,NACA-TN-2337,1951.1538077950163,0.6011379840433672,turbulent boundary layers compressible flow,NACA-TN-2337
Calculation of Transonic Flows Past Thin Airfoils by Integral Method,"Perl, William",1950,96,metadc55461,19930082753,NACA-TN-2130,1950.6865884802742,0.8006511658044171,transonic flows airfoils,NACA-TN-2130
Thermodynamic Charts for Internal-Combustion-Engine Fluids,"McCann, W. J.",1949,23,metadc55213,19930082561,NACA-TN-1883,1949.2528147351666,0.2196213817570759,thermodynamics internal combustion engines,NACA-TN-1883
Charts Showing Relations Among Primary Aerodynamic Variables for Helicopter-Performance Estimation,"Talkin, Herbert W.",1947,51,metadc54390,19930082159,NACA-TN-1192,1947.4215388250095,0.8266084887481763,helicopters aerodynamics,NACA-TN-1192
Direct Measurements of Skin Friction,"Dhawan, Satish",1952,60,metadc55912,19930083292,NACA-TN-2567,1952.75243704959,0.7728223905766246,skin friction aircraft skin,NACA-TN-2567
"Spark-Timing Control Based on Correlation of Maximum-Economy Spark Timing, Flame-Front Travel, and Cylinder Pressure Rise","Cook, Harvey A. and Heinicke, Orville H. and Haynie, William H.",1947,15,metadc54350,19930082138,NACA-TN-1217,1947.286912426433,0.6360086262412529,spark timing aircraft control air-cooled cylinders,NACA-TN-1217
